Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
14.40.623,True,True,True,437549,965,European Paintings,1914,Painting,Wheat Fields,,,,,,16235,Artist, ,Jacob van Ruisdael,"Dutch, Haarlem 1628/29–1682 Amsterdam", ,"Ruisdael, Jacob van",Dutch,1628      ,1682      ,,http://vocab.getty.edu/page/ulan/500027077,https://www.wikidata.org/wiki/Q213612,ca. 1670,1665,1675,Oil on canvas,39 3/8 x 51 1/4 in. (100 x 130.2 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437549,https://www.wikidata.org/wiki/Q19905217,,"Metropolitan Museum of Art, New York, NY",Roads|Landscapes,http://vocab.getty.edu/page/aat/300008217|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q34442|https://www.wikidata.org/wiki/Q191163
61.101.17,True,True,True,437654,825,European Paintings,1961,Painting,Circus Sideshow (Parade de cirque),,,,,,16240,Artist, ,Georges Seurat,"French, Paris 1859–1891 Paris", ,"Seurat, Georges",French,1859      ,1891      ,,http://vocab.getty.edu/page/ulan/500008873,https://www.wikidata.org/wiki/Q34013,1887–88,1887,1888,Oil on canvas,39 1/4 x 59 in. (99.7 x 149.9 cm),"Bequest of Stephen C. Clark, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437654,https://www.wikidata.org/wiki/Q3823444,,"Metropolitan Museum of Art, New York, NY",Circus|Musicians|Musical Instruments|Men|Women,http://vocab.getty.edu/page/aat/300069235|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q47928|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
51.112.6,True,True,True,437658,825,European Paintings,1951,Painting,"Study for ""A Sunday on La Grande Jatte""",,,,,,16240,Artist, ,Georges Seurat,"French, Paris 1859–1891 Paris", ,"Seurat, Georges",French,1859      ,1891      ,,http://vocab.getty.edu/page/ulan/500008873,https://www.wikidata.org/wiki/Q34013,1884,1884,1884,Oil on canvas,27 3/4 x 41 in. (70.5 x 104.1 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437658,https://www.wikidata.org/wiki/Q3976307,,"Metropolitan Museum of Art, New York, NY",Leisure|Children|Men|Women|Dogs|Monkeys|Rivers,http://vocab.getty.edu/page/aat/300138173|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300008707,https://www.wikidata.org/wiki/Q180910|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q4022
41.100.23,True,True,True,437675,952,European Paintings,1941,Painting,Saint Andrew,,,,,,16210,Artist, ,Simone Martini,"Italian, Siena, active by 1315–died 1344 Avignon", ,"Martini, Simone",Italian,1315      ,1344      ,,http://vocab.getty.edu/page/ulan/500399029,https://www.wikidata.org/wiki/Q221043,ca. 1326,1321,1331,"Tempera on wood, gold ground",22 1/2 x 14 7/8 in. (57.2 x 37.8 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437675,https://www.wikidata.org/wiki/Q19911491,,"Metropolitan Museum of Art, New York, NY",Men|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115
1984.459.1,True,True,True,437769,964,European Paintings,1984,Painting,Clothing the Naked,,,,,,16250,Artist, ,Michiel Sweerts,"Flemish, Brussels 1618–1664 Goa", ,"Sweerts, Michiel",Flemish,1618      ,1664      ,,http://vocab.getty.edu/page/ulan/500026983,https://www.wikidata.org/wiki/Q1342328,ca. 1661,1656,1666,Oil on canvas,32 1/4 x 45 in. (81.9 x 114.3 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437769,https://www.wikidata.org/wiki/Q20167131,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
67.187.108,True,True,True,437835,817,European Paintings,1967,Painting,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",,,,,,16256,Artist, ,Henri de Toulouse-Lautrec,"French, Albi 1864–1901 Saint-André-du-Bois", ,"Toulouse-Lautrec, Henri de",French,1864      ,1901      ,,http://vocab.getty.edu/page/ulan/500029114,https://www.wikidata.org/wiki/Q82445,1892,1892,1892,Oil on cardboard,33 3/4 x 26 in. (85.7 x 66 cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437835,https://www.wikidata.org/wiki/Q19905264,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
96.29,True,True,True,437854,808,European Paintings,1896,Painting,Whalers,,,,,,16257,Artist, ,Joseph Mallord William Turner,"British, London 1775–1851 London", ,"Turner, Joseph Mallord William",British,1775      ,1851      ,,http://vocab.getty.edu/page/ulan/500026846,https://www.wikidata.org/wiki/Q159758,ca. 1845,1840,1850,Oil on canvas,36 1/8 x 48 1/4 in. (91.8 x 122.6 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1896",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437854,https://www.wikidata.org/wiki/Q19904831,,"Metropolitan Museum of Art, New York, NY",Whales|Seascapes|Boats,http://vocab.getty.edu/page/aat/300250157|http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q1865281|https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q35872
1971.86,True,True,True,437869,955,European Paintings,1971,Painting,Juan de Pareja (ca. 1608–1670),,,,,,16261,Artist, ,Velázquez (Diego Rodríguez de Silva y Velázquez),"Spanish, Seville 1599–1660 Madrid", ,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599      ,1660      ,,http://vocab.getty.edu/page/ulan/500016881,https://www.wikidata.org/wiki/Q297,1650,1650,1650,Oil on canvas,32 x 27 1/2 in. (81.3 x 69.9 cm),"Purchase, Fletcher and Rogers Funds, and Bequest of Miss Adelaide Milton de Groot (1876-1967), by exchange, supplemented by gifts from friends of the Museum, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437869,https://www.wikidata.org/wiki/Q4717953,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1979.396.1,True,True,True,437879,964,European Paintings,1979,Painting,Study of a Young Woman,,,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1665–67,1665,1667,Oil on canvas,17 1/2 x 15 3/4 in. (44.5 x 40 cm),"Gift of Mr. and Mrs. Charles Wrightsman, in memory of Theodore Rousseau Jr., 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437879,https://www.wikidata.org/wiki/Q958088,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
89.15.21,True,True,True,437881,964,European Paintings,1889,Painting,Young Woman with a Water Pitcher,,,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1662,1657,1667,Oil on canvas,18 x 16 in. (45.7 x 40.6 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437881,https://www.wikidata.org/wiki/Q386453,,"Metropolitan Museum of Art, New York, NY",Interiors|Women|Maps|Pitchers,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028094|http://vocab.getty.edu/page/aat/300194765,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4006|https://www.wikidata.org/wiki/Q132397
2000.51,True,True,True,438417,807,European Paintings,2000,Painting,Two Men Contemplating the Moon,,,,,,16190,Artist, ,Caspar David Friedrich,"German, Greifswald 1774–1840 Dresden", ,"Friedrich, Caspar David",German,1774      ,1840      ,,http://vocab.getty.edu/page/ulan/500116242,https://www.wikidata.org/wiki/Q104884,ca. 1825–30,1825,1830,Oil on canvas,13 3/4 x 17 1/4 in. (34.9 x 43.8 cm),"Wrightsman Fund, 2000",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438417,https://www.wikidata.org/wiki/Q17281208,,"Metropolitan Museum of Art, New York, NY",Contemplation|Men|Moon,http://vocab.getty.edu/page/aat/300264547|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300386951,https://www.wikidata.org/wiki/Q1123855|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q405
03.30,True,True,True,438814,801,European Paintings,1903,Painting,The Abduction of Rebecca,,,,,,16182,Artist, ,Eugène Delacroix,"French, Charenton-Saint-Maurice 1798–1863 Paris", ,"Delacroix, Eugène",French,1798      ,1863      ,,http://vocab.getty.edu/page/ulan/500115509,https://www.wikidata.org/wiki/Q33477,1846,1846,1846,Oil on canvas,39 1/2 x 32 1/4 in. (100.3 x 81.9 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1903",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438814,https://www.wikidata.org/wiki/Q19911594,,"Metropolitan Museum of Art, New York, NY",Horses|Battles|Men|Women,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
07.122,True,True,True,438815,824,European Paintings,1907,Painting,"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",,,,,,16230,Artist, ,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer", ,"Renoir, Auguste",French,1841      ,1919      ,,http://vocab.getty.edu/page/ulan/500115467,https://www.wikidata.org/wiki/Q39931,1878,1878,1878,Oil on canvas,60 1/2 x 74 7/8 in. (153.7 x 190.2 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1907",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438815,https://www.wikidata.org/wiki/Q686105,,"Metropolitan Museum of Art, New York, NY",Boys|Girls|Interiors|Portraits|Women|Dogs,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144
11.4,True,True,True,438816,802,European Paintings,1911,Painting,The Forest in Winter at Sunset,,,,,,16234,Artist, ,Théodore Rousseau,"French, Paris 1812–1867 Barbizon", ,"Rousseau, Théodore",French,1812      ,1867      ,,http://vocab.getty.edu/page/ulan/500019946,https://www.wikidata.org/wiki/Q310025,ca. 1846–67,1846,1867,Oil on canvas,64 x 102 3/8 in. (162.6 x 260 cm),"Gift of P. A. B. Widener, 1911",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438816,https://www.wikidata.org/wiki/Q19912312,,"Metropolitan Museum of Art, New York, NY",Forests|Winter|Evening,http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300133101|http://vocab.getty.edu/page/aat/300343633,https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q1311|https://www.wikidata.org/wiki/Q7725
1987.47.1,True,True,True,438817,815,European Paintings,1987,Painting,The Dance Class,,,,,,16182,Artist, ,Edgar Degas,"French, Paris 1834–1917 Paris", ,"Degas, Edgar",French,1834      ,1917      ,,http://vocab.getty.edu/page/ulan/500115194,https://www.wikidata.org/wiki/Q46373,1874,1874,1874,Oil on canvas,32 7/8 x 30 3/8 in. (83.5 x 77.2 cm),"Bequest of Mrs. Harry Payne Bingham, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438817,https://www.wikidata.org/wiki/Q18758802,,"Metropolitan Museum of Art, New York, NY",Girls|Men|Women|Students|Dancers|Ballet,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025909|http://vocab.getty.edu/page/aat/300025653|http://vocab.getty.edu/page/aat/300054145,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q48282|https://www.wikidata.org/wiki/Q5716684|https://www.wikidata.org/wiki/Q41425
29.100.23,True,False,True,438818,801,European Paintings,1929,Painting,Joseph-Antoine Moltedo (born 1775),,,,,,16200,Artist, ,Jean Auguste Dominique Ingres,"French, Montauban 1780–1867 Paris", ,"Ingres, Jean Auguste Dominique",French,1780      ,1867      ,,http://vocab.getty.edu/page/ulan/500028037,https://www.wikidata.org/wiki/Q23380,ca. 1810,1805,1815,Oil on canvas,29 5/8 x 22 7/8 in. (75.2 x 58.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438818,https://www.wikidata.org/wiki/Q12142540,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
40.175,True,True,True,438820,812,European Paintings,1940,Painting,Young Ladies of the Village,,,,,,16179,Artist, ,Gustave Courbet,"French, Ornans 1819–1877 La Tour-de-Peilz", ,"Courbet, Gustave",French,1819      ,1877      ,,http://vocab.getty.edu/page/ulan/500010927,https://www.wikidata.org/wiki/Q34618,1851–52,1851,1852,Oil on canvas,76 3/4 x 102 3/4 in. (194.9 x 261 cm),"Gift of Harry Payne Bingham, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438820,https://www.wikidata.org/wiki/Q19911495,,"Metropolitan Museum of Art, New York, NY",Baskets|Landscapes|Parasols|Girls|Women|Cows|Dogs,http://vocab.getty.edu/page/aat/300194498|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300046218|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250120|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q201097|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q1762975|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q830|https://www.wikidata.org/wiki/Q144
51.112.2,True,True,True,438821,825,European Paintings,1951,Painting,Ia Orana Maria (Hail Mary),,,,,,16192,Artist, ,Paul Gauguin,"French, Paris 1848–1903 Atuona, Hiva Oa, Marquesas Islands", ,"Gauguin, Paul",French,1848      ,1903      ,,http://vocab.getty.edu/page/ulan/500011421,https://www.wikidata.org/wiki/Q37693,1891,1891,1891,Oil on canvas,44 3/4 x 34 1/2 in. (113.7 x 87.6 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438821,https://www.wikidata.org/wiki/Q1118465,,"Metropolitan Museum of Art, New York, NY",Jesus|Women|Landscapes|Angels|Virgin Mary,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q345
51.112.5,True,False,True,438822,825,European Paintings,1951,Painting,The Repast of the Lion,,,,,,16511,Artist, ,Henri Rousseau (le Douanier),"French, Laval 1844–1910 Paris", ,"Rousseau, Henri (le Douanier)",French,1844      ,1910      ,,http://vocab.getty.edu/page/ulan/500115462,https://www.wikidata.org/wiki/Q156386,ca. 1907,1902,1912,Oil on canvas,44 3/4 x 63 in. (113.7 x 160 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438822,https://www.wikidata.org/wiki/Q19912313,,"Metropolitan Museum of Art, New York, NY",Forests|Lions,http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q140
2008.547.1,True,True,True,440723,804,European Paintings,2008,Painting,Bashi-Bazouk,,,,,,16192,Artist, ,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris", ,"Gérôme, Jean-Léon",French,1824      ,1904      ,,http://vocab.getty.edu/page/ulan/500115563,https://www.wikidata.org/wiki/Q212499,1868–69,1868,1869,Oil on canvas,31 3/4 x 26 in. (80.6 x 66 cm),"Gift of Mrs. Charles Wrightsman, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/440723,https://www.wikidata.org/wiki/Q19861716,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Profiles|Orientalist,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300055784,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q765606
2013.155,True,False,True,441769,806,European Paintings,2013,Painting,"Virgil's Tomb by Moonlight, with Silius Italicus Declaiming",,,,,,16619,Artist, ,Joseph Wright (Wright of Derby),"British, Derby 1734–1797 Derby", ,"Wright, Joseph (Wright of Derby)",British,1734      ,1797      ,,http://vocab.getty.edu/page/ulan/500029777,https://www.wikidata.org/wiki/Q214062,1779,1779,1779,Oil on canvas,40 x 50 in. (101.6 x 127 cm),"Purchase, Lila Acheson Wallace Gift, Gifts of Mrs. William M. Haupt, Josephine Bay Paul, and Estate of George Quackenbush, in his memory, by exchange, The Morris and Alma Schapiro Fund Gift, and funds from various donors, 2013",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/441769,https://www.wikidata.org/wiki/Q19912176,,"Metropolitan Museum of Art, New York, NY",Tombs|Men|Moon,http://vocab.getty.edu/page/aat/300005926|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300386951,https://www.wikidata.org/wiki/Q381885|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q405
91.1.535a–h,True,True,True,444408,454,Islamic Art,1891,Astrolabe,Astrolabe of ‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari,,,,,,13500,Maker, ,‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari,"Yemini, ruled 1295–96", ,‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari,Yemini,1270      ,1321      ,,,,dated A.H. 690/ 1291 CE,1266,1316,"Brass; cast and hammered, pierced, chased, inlaid with silver","Case (a): Max. W. 7 5/8 in. (19.4 cm)
                Diam. 6 1/8 in. (15.6 cm)
                D. 1/4 in. (0.6 cm)
Bar with attached nail (b):  Max. H. 1 7/8 in. (4.8 cm)
                                               Max. W. 1 1/8 in. (2.9 cm)
                                               L. 5 in. (12.7 cm)
Net (c): Diam. 5 in. (12.7 cm)
Plates (d-g): Diam. 5 in. (12.7 cm)
Pin (h): L. 1 3/4 in. (4.4 cm)
             W. 1/2 in. (1.3 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Made in,,,,Yemen,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/444408,https://www.wikidata.org/wiki/Q29384951,,"Metropolitan Museum of Art, New York, NY",Astronomy,http://vocab.getty.edu/page/aat/300054534,https://www.wikidata.org/wiki/Q333
91.1.540,True,True,True,444540,454,Islamic Art,1891,Brazier,Brazier of Rasulid Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar,,,,,,,,,,,,,,,,,,,second half 13th century,1250,1299,"Brass; cast, chased, and inlaid with silver and black compound","H. 13 7/8 in. (35.2 cm)
W. 15 1/2 in. (39.4 cm)
Max D. 16 3/8 in. (41.6 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Probably made in,,,,Egypt,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/444540,https://www.wikidata.org/wiki/Q29384953,,"Metropolitan Museum of Art, New York, NY",,,
91.1.607,True,True,True,444607,455,Islamic Art,1891,Jug,Dragon-Handled Jug with Inscription,,,,,,,,,,,,,,,,,,,early 16th century,1500,1525,"Brass; cast and turned, engraved, and inlaid with silver, gold, and black organic compound","H. 5 5/8 in. (14.3 cm)
Max. Diam. 6 1/8 in. (15.6 cm)
Diam. of Rim: 3 3/8 in. (8.6 cm)
Diam. of base: 5 1/2 in. (14 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Attributed to,probably Herat,,,present-day Afghanistan,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/444607,https://www.wikidata.org/wiki/Q29384955,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
91.1.2064,True,True,True,444812,450,Islamic Art,1891,Doors,Pair of Minbar Doors,,,,,,,,,,,,,,,,,,,ca. 1325–30,1300,1355,"Wood (rosewood and mulberry); carved and inlaid with carved ivory, ebony, and other woods","H. 77 1/4 in. (196.2 cm)
W. 35 in. (88.9 cm)
D. 1 3/4 in. (4.4 cm)
Object encased in weighted freestanding mount.  Estimated Wt of piece: 80- 120 lbs.","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Attributed to,Cairo,,,Egypt,,,,,,,Wood,,http://www.metmuseum.org/art/collection/search/444812,https://www.wikidata.org/wiki/Q29384957,,"Metropolitan Museum of Art, New York, NY",,,
02.5.91,True,False,True,444897,460,Islamic Art,1902,Tile,Tile with Floral and Cloud-band Design,,,,,,,,,,,,,,,,,,,ca. 1578,1553,1603,Stonepaste; polychrome painted under transparent glaze,"H. 9 13/16 in. (24.9 cm)
W. 9 7/8 in. (25.1 cm)
D. 11/16 in. (1.7 cm)","Gift of William B. Osgood Field, 1902",Made in,Iznik,,,Turkey,,,,,,,Ceramics-Tiles,,http://www.metmuseum.org/art/collection/search/444897,https://www.wikidata.org/wiki/Q29384959,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
11.205.2,True,True,True,446191,454,Islamic Art,1911,Panel,Panel with Horse Heads,,,,,,,,,,,,,,,,,,,11th century,1000,1099,Wood (teak); carved,"H. 13 3/4 in. (34.9 cm)
W. 8 15/16 in. (22.7 cm)
D. 11/16 in. (1.7 cm)
Object with mount: L. 14 1/8 in. (35.9 cm)
                                   W. 9 1/8 in. (23.2 cm)
                                   D. 1 5/8 in. (4.1 cm)","Rogers Fund, 1911",Made in,,,,Egypt,,,,,,,Wood,,http://www.metmuseum.org/art/collection/search/446191,https://www.wikidata.org/wiki/Q29384965,,"Metropolitan Museum of Art, New York, NY",Horses,http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q726
13.141,True,True,True,446285,457,Islamic Art,1913,Panel,Panel from a Rectangular Box,,,,,,,,,,,,,,,,,,,10th–early 11th century,975,1025,"Ivory; carved, inlaid with stone with traces of pigment","H. 4 1/4 in. (10.8 cm)
W. 8 in. (20.3 cm)","John Stewart Kennedy Fund, 1913",Made in,probably Cordoba,,,Spain,,,,,,,Ivories and Bone,,http://www.metmuseum.org/art/collection/search/446285,https://www.wikidata.org/wiki/Q29384983,,"Metropolitan Museum of Art, New York, NY",Birds|Foxes|Dancers|Peacocks,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300266520|http://vocab.getty.edu/page/aat/300025653|http://vocab.getty.edu/page/aat/300250082,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8331|https://www.wikidata.org/wiki/Q5716684|https://www.wikidata.org/wiki/Q201251
13.160.10,True,True,True,446297,453,Islamic Art,1913,Illustrated manuscript,Kitab suwar al-kawakib al-thabita (Book of the Images of the Fixed Stars) of al-Sufi,,,,,,13035,Author, ,`Abd al-Rahman al-Sufi,"Iranian, Rey 903–986 Shiraz", ,Al-Sufi `Abd al-Rahman,Iranian,0903      ,0986      ,,(not assigned),https://www.wikidata.org/wiki/Q11075,late 15th century,1475,1499,"Ink and gold on paper; leather binding
","H. 10 3/16 in. (25.8 cm)
W. 7 1/8 in. (18.1 cm)","Rogers Fund, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446297,https://www.wikidata.org/wiki/Q29384992,,"Metropolitan Museum of Art, New York, NY",Astronomy,http://vocab.getty.edu/page/aat/300054534,https://www.wikidata.org/wiki/Q333
